date,end_time,mac,start_time,passenger
2018-03-01,11:02:11,30:63:6b:c9:6a:2a,11:02:11,0
2018-03-01,11:02:14,e0:98:61:7e:3b:ee,11:02:14,0
2018-03-01,11:02:20,b4:4b:d2:f3:81:aa,11:02:14,0
2018-03-01,11:02:18,d0:04:01:07:ea:9e,11:02:18,0
2018-03-01,11:02:52,14:bd:61:dd:3c:c5,11:02:23,0
2018-03-01,11:02:37,26:c0:30:98:73:1c,11:02:37,0
2018-03-01,11:02:44,06:c7:d2:de:0b:cd,11:02:44,0
2018-03-01,11:47:21,a0:cc:2b:92:0e:1a,11:02:45,1
2018-03-01,11:02:53,ba:43:27:85:6f:ee,11:02:53,0
2018-03-01,11:03:06,d2:7d:14:cf:8b:8f,11:03:06,0
2018-03-01,11:03:16,44:65:0d:75:5a:ca,11:03:07,0
2018-03-01,11:03:13,aa:ef:a1:85:22:35,11:03:08,0
2018-03-01,11:03:10,6a:e2:b3:74:93:ed,11:03:10,0
2018-03-01,11:03:32,74:D7:CA:2B:B7:47,11:03:11,0
2018-03-01,11:03:14,16:90:87:e4:51:53,11:03:14,0
2018-03-01,11:03:29,32:c3:90:74:cb:0e,11:03:29,0
2018-03-01,11:03:33,0a:d3:38:7e:7e:1b,11:03:33,0
2018-03-01,11:03:50,76:c0:b3:7c:04:72,11:03:46,0
2018-03-01,11:03:54,4e:60:97:91:f9:1f,11:03:54,0
2018-03-01,11:03:57,c6:ff:90:55:1b:cb,11:03:57,0
2018-03-01,11:46:24,98:01:a7:b5:88:8d,11:04:00,1
2018-03-01,11:04:02,4a:dd:c2:4e:c6:3f,11:04:02,0
2018-03-01,11:04:14,5a:e6:d7:42:c8:45,11:04:10,0
2018-03-01,11:04:19,0e:61:02:cc:ff:36,11:04:19,0
2018-03-01,11:04:21,da:a1:19:0c:c8:0a,11:04:21,0
2018-03-01,11:04:29,9c:8d:7c:8b:68:f0,11:04:29,0
2018-03-01,11:04:30,d8:49:2f:1c:6c:e2,11:04:30,0
2018-03-01,11:46:31,14:1f:78:98:4e:b8,11:04:34,1
2018-03-01,11:09:19,e4:a4:71:86:bd:e3,11:04:42,0
2018-03-01,11:04:49,5a:96:12:9b:2d:ef,11:04:49,0
2018-03-01,11:05:30,ea:b0:00:88:3d:79,11:04:56,0
2018-03-01,11:04:57,3e:c7:79:49:bf:b9,11:04:57,0
2018-03-01,11:04:59,5a:2a:38:e8:ed:44,11:04:59,0
2018-03-01,11:05:01,d2:0a:f4:19:79:2b,11:05:01,0
2018-03-01,11:05:05,7a:22:16:3b:e1:44,11:05:05,0
2018-03-01,11:05:08,f2:d6:83:7d:ad:78,11:05:08,0
2018-03-01,11:05:11,ea:89:bf:c8:d7:e1,11:05:11,0
2018-03-01,11:05:15,c0:ff:d4:ca:26:4d,11:05:15,0
2018-03-01,11:05:15,b2:bb:d9:65:83:71,11:05:15,0
2018-03-01,11:05:18,da:2b:61:a3:4d:ca,11:05:18,0
2018-03-01,11:05:45,B4:B6:76:58:FA:5B,11:05:24,0
2018-03-01,11:05:45,00:06:F7:B1:A7:86,11:05:24,0
2018-03-01,11:05:36,d2:09:88:75:37:32,11:05:36,0
2018-03-01,11:06:30,e0:f5:c6:80:4d:0a,11:05:40,0
2018-03-01,11:05:50,2e:b3:3e:72:9b:c5,11:05:50,0
2018-03-01,11:05:58,be:16:da:fc:52:98,11:05:50,0
2018-03-01,11:06:52,18:68:6A:99:05:0D,11:05:55,0
2018-03-01,11:06:05,dc:bf:e9:d7:65:50,11:06:05,0
2018-03-01,11:06:06,e0:76:d0:9c:65:13,11:06:06,0
2018-03-01,11:06:12,d4:28:d5:fd:94:0d,11:06:12,0
2018-03-01,11:06:14,f0:d5:bf:03:a0:f7,11:06:14,0
2018-03-01,11:06:15,ba:64:4b:5f:67:75,11:06:15,0
2018-03-01,11:06:57,7e:c1:dc:09:23:eb,11:06:57,0
2018-03-01,11:06:59,3e:46:39:9b:9b:31,11:06:59,0
2018-03-01,11:07:09,7e:83:62:e7:47:67,11:07:09,0
2018-03-01,11:07:43,48:A9:D2:CA:02:00,11:07:18,0
2018-03-01,11:07:25,dc:bf:e9:7e:1d:d1,11:07:25,0
2018-03-01,11:08:09,6e:05:a7:92:fc:95,11:08:09,0
2018-03-01,11:08:29,5e:49:7a:4f:44:15,11:08:29,0
2018-03-01,11:08:38,da:a1:19:50:15:00,11:08:38,0
2018-03-01,11:08:42,62:f5:17:3d:23:2e,11:08:42,0
2018-03-01,11:08:46,7a:f3:6b:bc:91:cf,11:08:46,0
2018-03-01,11:08:55,d2:f8:9d:cd:82:39,11:08:55,0
2018-03-01,11:09:23,00:1E:B2:AF:DB:FC,11:08:56,0
2018-03-01,11:08:56,9a:d0:b8:83:a2:c2,11:08:56,0
2018-03-01,11:09:09,3e:1c:33:c2:12:34,11:09:09,0
2018-03-01,11:09:23,12:ce:2f:9b:b9:08,11:09:23,0
2018-03-01,11:48:59,aa:f8:1c:ee:c3:ff,11:09:28,1
2018-03-01,11:09:32,46:73:2d:41:0d:05,11:09:32,0
2018-03-01,11:09:45,1a:55:f2:e2:07:d6,11:09:45,0
2018-03-01,11:09:58,de:86:62:75:07:31,11:09:58,0
2018-03-01,11:10:01,5e:74:c6:62:34:da,11:10:01,0
2018-03-01,11:10:11,e2:3b:42:b8:60:43,11:10:11,0
2018-03-01,11:10:21,3a:2f:28:1a:11:a4,11:10:21,0
2018-03-01,11:10:51,00:1E:B2:AE:4F:DF,11:10:30,0
2018-03-01,11:10:41,6e:6f:3a:92:71:8d,11:10:41,0
2018-03-01,11:31:21,64:9a:be:2b:fd:ca,11:10:44,1
2018-03-01,11:10:55,62:94:44:a7:c7:96,11:10:55,0
2018-03-01,11:10:56,8a:f8:38:13:f6:d7,11:10:56,0
2018-03-01,11:10:57,ba:96:8d:37:97:0b,11:10:57,0
2018-03-01,11:11:16,da:fc:a0:e4:af:6b,11:11:16,0
2018-03-01,11:11:37,E8:B4:C8:0C:C6:32,11:11:16,0
2018-03-01,11:11:27,32:39:ae:5a:9e:95,11:11:27,0
2018-03-01,11:11:29,4a:a3:2a:b4:fa:7d,11:11:29,0
2018-03-01,11:11:29,16:39:c4:3f:df:53,11:11:29,0
2018-03-01,11:11:31,5e:bd:a3:7a:39:ee,11:11:31,0
2018-03-01,11:11:42,ea:e5:8c:68:05:c9,11:11:42,0
2018-03-01,11:11:45,fa:53:17:b5:f8:65,11:11:45,0
2018-03-01,11:11:48,b2:6f:d4:db:38:10,11:11:48,0
2018-03-01,11:11:51,46:6d:d5:1a:b0:6e,11:11:51,0
2018-03-01,11:11:56,1a:a6:80:06:61:03,11:11:56,0
2018-03-01,11:12:04,2a:df:57:ef:b1:19,11:12:04,0
2018-03-01,11:12:06,d2:fb:c4:93:55:26,11:12:06,0
2018-03-01,11:12:14,42:27:8e:76:3c:86,11:12:14,0
2018-03-01,11:12:23,82:e0:ac:b2:db:ad,11:12:23,0
2018-03-01,11:12:27,aa:cd:08:ac:3a:f9,11:12:27,0
2018-03-01,11:12:30,9e:8c:ff:d2:ec:9c,11:12:30,0
2018-03-01,11:12:34,be:35:48:e5:41:0b,11:12:34,0
2018-03-01,11:12:36,fa:2b:a7:66:c5:20,11:12:36,0
2018-03-01,11:12:42,f6:99:37:f9:d1:81,11:12:42,0
2018-03-01,11:12:54,7a:3d:d3:3c:74:8b,11:12:54,0
2018-03-01,11:12:56,8e:94:03:e5:6f:bf,11:12:56,0
2018-03-01,11:12:56,b6:63:9a:ff:74:18,11:12:56,0
2018-03-01,11:13:07,16:17:97:36:d1:65,11:13:07,0
2018-03-01,11:13:12,00:26:ab:5a:dd:d5,11:13:12,0
2018-03-01,11:13:13,3e:3e:82:39:28:10,11:13:13,0
2018-03-01,11:13:23,9a:cb:a0:bf:32:35,11:13:23,0
2018-03-01,11:13:56,00:21:3E:4A:BC:EA,11:13:35,0
2018-03-01,11:13:45,4e:38:b8:ef:5f:9a,11:13:45,0
2018-03-01,11:13:48,62:92:fa:9c:0f:a0,11:13:48,0
2018-03-01,11:14:03,e2:1e:22:df:45:13,11:14:03,0
2018-03-01,11:14:05,56:26:c3:2f:74:dd,11:14:05,0
2018-03-01,11:14:13,1e:fd:93:27:09:92,11:14:13,0
2018-03-01,11:14:23,a6:19:02:d4:f4:87,11:14:23,0
2018-03-01,11:24:28,40:98:ad:6a:00:03,11:14:24,0
2018-03-01,11:14:31,76:58:00:32:61:5b,11:14:31,0
2018-03-01,11:14:34,36:22:d1:1c:a7:45,11:14:34,0
2018-03-01,11:14:41,a6:81:95:1a:5b:80,11:14:41,0
2018-03-01,11:14:42,c2:eb:65:8c:2e:39,11:14:42,0
2018-03-01,11:14:43,1e:02:4f:89:a1:aa,11:14:43,0
2018-03-01,11:14:50,8a:0f:02:d1:9f:47,11:14:50,0
2018-03-01,11:14:51,4e:5e:4b:15:b7:86,11:14:51,0
2018-03-01,11:14:53,36:d8:7d:fa:69:95,11:14:53,0
2018-03-01,11:14:58,46:2f:9a:1e:52:45,11:14:58,0
2018-03-01,11:15:01,dc:0b:34:a0:62:28,11:15:01,0
2018-03-01,11:15:06,b2:54:4a:13:55:f7,11:15:06,0
2018-03-01,11:15:08,d2:63:62:fe:8e:77,11:15:08,0
2018-03-01,11:15:14,32:5e:0f:55:f0:c3,11:15:14,0
2018-03-01,11:15:18,22:9f:f0:80:84:6a,11:15:18,0
2018-03-01,11:15:20,e8:b4:c8:8c:07:8e,11:15:20,0
2018-03-01,11:15:28,46:a0:7a:26:a2:8d,11:15:28,0
2018-03-01,11:15:59,14:8F:21:46:15:29,11:15:33,0
2018-03-01,11:15:42,6e:3c:0d:ef:d1:d9,11:15:42,0
2018-03-01,11:15:43,ae:6d:6f:0f:0b:60,11:15:43,0
2018-03-01,11:15:45,d6:56:04:e5:91:23,11:15:45,0
2018-03-01,11:15:51,b6:87:38:11:0a:0c,11:15:51,0
2018-03-01,11:16:03,82:64:16:fe:c2:6c,11:16:03,0
2018-03-01,11:16:09,00:06:c6:5a:b9:42,11:16:09,0
2018-03-01,11:16:12,02:1b:55:5e:db:bc,11:16:12,0
2018-03-01,11:16:24,ba:8d:d5:df:37:fd,11:16:24,0
2018-03-01,11:16:26,fe:f5:77:fc:e5:74,11:16:26,0
2018-03-01,11:16:41,da:a1:19:46:99:4d,11:16:41,0
2018-03-01,11:16:41,c6:1c:64:f3:f7:9d,11:16:41,0
2018-03-01,11:17:02,e2:a8:12:5c:af:ba,11:17:02,0
2018-03-01,11:17:21,F8:E6:1A:17:FA:6B,11:17:06,0
2018-03-01,11:17:09,de:cc:81:b1:7e:17,11:17:09,0
2018-03-01,11:17:09,88:b1:11:1c:2c:e9,11:17:09,0
2018-03-01,11:17:15,06:0f:e6:f1:d2:df,11:17:15,0
2018-03-01,11:17:18,e2:1d:e8:42:4c:0e,11:17:18,0
2018-03-01,11:17:22,4e:30:ca:e4:f3:73,11:17:22,0
2018-03-01,11:17:23,a0:cb:fd:2b:cb:aa,11:17:23,0
2018-03-01,11:17:35,ba:a7:e2:c7:0e:60,11:17:35,0
2018-03-01,11:17:48,12:a2:76:ac:45:11,11:17:48,0
2018-03-01,11:17:51,6e:4c:3f:da:b5:90,11:17:51,0
2018-03-01,11:18:05,7e:37:b8:4c:75:bf,11:18:05,0
2018-03-01,11:18:06,a6:30:d8:1b:00:b5,11:18:06,0
2018-03-01,11:18:18,5e:62:c7:aa:03:bf,11:18:18,0
2018-03-01,11:18:26,86:3d:52:4b:e4:05,11:18:26,0
2018-03-01,11:18:39,6a:3c:85:43:f0:b6,11:18:39,0
2018-03-01,11:18:43,ba:ad:f1:3d:6b:f7,11:18:43,0
2018-03-01,11:48:31,a4:70:d6:6c:58:81,11:18:49,1
2018-03-01,11:18:51,5a:8e:c1:c3:c0:87,11:18:51,0
2018-03-01,11:18:52,d2:64:76:18:22:ef,11:18:52,0
2018-03-01,11:18:58,5a:a8:b2:a1:57:b5,11:18:58,0
2018-03-01,11:19:10,da:6c:00:5b:fe:39,11:19:10,0
2018-03-01,11:19:13,f2:94:7d:a2:47:f4,11:19:13,0
2018-03-01,11:19:23,5a:4a:cb:ed:11:49,11:19:23,0
2018-03-01,11:19:27,ca:4e:c1:00:40:80,11:19:27,0
2018-03-01,11:19:27,da:42:b2:ae:3a:d0,11:19:27,0
2018-03-01,11:19:31,ce:20:5c:22:97:eb,11:19:31,0
2018-03-01,11:19:31,32:7b:e3:41:9a:d4,11:19:31,0
2018-03-01,11:19:35,c2:43:d5:30:49:9c,11:19:35,0
2018-03-01,11:19:41,62:18:f9:64:5b:46,11:19:41,0
2018-03-01,11:19:47,9e:55:74:9e:0f:84,11:19:47,0
2018-03-01,11:19:49,46:ba:ba:ba:53:33,11:19:49,0
2018-03-01,11:19:53,16:ac:53:74:59:f5,11:19:53,0
2018-03-01,11:19:58,32:4d:f1:0d:70:b4,11:19:58,0
2018-03-01,11:20:12,ce:43:f1:0e:e8:74,11:20:12,0
2018-03-01,11:20:47,88:c2:55:61:18:0d,11:20:17,0
2018-03-01,11:20:32,d2:f9:30:c9:c9:03,11:20:31,0
2018-03-01,11:20:45,52:6a:62:d3:d0:ea,11:20:45,0
2018-03-01,11:20:45,5e:40:1d:4c:12:36,11:20:45,0
2018-03-01,11:20:48,dc:bf:e9:24:c3:97,11:20:48,0
2018-03-01,11:20:57,6e:19:d8:fa:34:26,11:20:57,0
2018-03-01,11:20:58,f6:59:e2:9f:e5:9a,11:20:58,0
2018-03-01,11:20:58,6a:74:79:75:9b:30,11:20:58,0
2018-03-01,11:21:01,52:af:ce:e1:33:d0,11:21:01,0
2018-03-01,11:21:04,7e:64:c2:0c:0d:22,11:21:04,0
2018-03-01,11:21:04,36:17:6a:12:a3:e0,11:21:04,0
2018-03-01,11:21:05,c0:ee:fb:5c:a9:b1,11:21:05,0
2018-03-01,11:21:08,c6:23:d8:c0:8c:23,11:21:08,0
2018-03-01,11:21:12,92:d7:b6:7e:34:b7,11:21:12,0
2018-03-01,11:21:12,3a:cb:f3:23:dc:6a,11:21:12,0
2018-03-01,11:21:16,42:dc:33:92:37:a7,11:21:16,0
2018-03-01,11:21:23,e6:69:8b:e8:f2:51,11:21:23,0
2018-03-01,11:21:24,b6:a6:63:6f:43:6c,11:21:24,0
2018-03-01,11:21:25,f2:90:64:8d:16:ac,11:21:25,0
2018-03-01,11:21:28,e2:01:f8:21:77:cc,11:21:28,0
2018-03-01,11:21:31,5e:77:de:e3:12:16,11:21:31,0
2018-03-01,11:21:32,2a:c2:1e:3f:ca:94,11:21:32,0
2018-03-01,11:21:33,06:f6:ce:dc:5a:3e,11:21:33,0
2018-03-01,11:21:37,2a:2b:fb:fd:69:b1,11:21:37,0
2018-03-01,11:21:38,f6:6c:fd:1c:88:86,11:21:38,0
2018-03-01,11:21:41,52:11:f5:f9:38:63,11:21:41,0
2018-03-01,11:21:44,96:3d:aa:dc:8e:7f,11:21:44,0
2018-03-01,11:21:47,46:a6:7a:51:88:0e,11:21:47,0
2018-03-01,11:21:52,3a:df:80:5e:d9:80,11:21:52,0
2018-03-01,11:21:53,de:05:5f:9c:7f:cc,11:21:53,0
2018-03-01,11:22:01,52:97:a7:73:58:50,11:22:01,0
2018-03-01,11:22:02,2e:04:d2:b4:a2:6d,11:22:02,0
2018-03-01,11:22:14,36:19:9f:0a:b5:51,11:22:14,0
2018-03-01,11:22:14,26:de:19:39:10:c1,11:22:14,0
2018-03-01,11:22:15,16:20:11:3a:ac:01,11:22:15,0
2018-03-01,11:50:25,48:4b:aa:a3:b3:d2,11:22:19,1
2018-03-01,11:22:21,ca:47:3a:a3:ba:1b,11:22:21,0
2018-03-01,11:22:22,aa:9c:60:51:e1:d1,11:22:22,0
2018-03-01,11:22:26,d6:80:28:e3:db:bb,11:22:26,0
2018-03-01,11:22:27,ee:c5:f9:f2:b8:de,11:22:27,0
2018-03-01,11:22:38,72:50:7d:71:83:3a,11:22:38,0
2018-03-01,11:22:40,aa:d6:d1:f1:b6:53,11:22:40,0
2018-03-01,11:22:40,0e:5d:2f:7d:02:12,11:22:40,0
2018-03-01,11:22:45,8e:4f:22:59:97:3d,11:22:45,0
2018-03-01,11:22:45,fa:02:a4:89:cc:17,11:22:45,0
2018-03-01,11:22:57,b2:11:a7:1b:9d:cf,11:22:57,0
2018-03-01,11:23:00,80:96:b1:15:d6:a8,11:23:00,0
2018-03-01,11:23:01,ae:6e:2b:fc:70:f6,11:23:01,0
2018-03-01,11:23:03,9a:ac:1a:0f:60:5d,11:23:03,0
2018-03-01,11:31:39,d0:31:69:3c:7a:d8,11:23:06,1
2018-03-01,11:23:09,3e:74:2e:81:c7:c3,11:23:09,0
2018-03-01,11:23:13,7a:a0:4c:cb:80:33,11:23:13,0
2018-03-01,11:23:16,f2:f5:86:84:e9:e0,11:23:15,0
2018-03-01,11:23:17,12:86:b2:4a:de:66,11:23:17,0
2018-03-01,11:23:33,24:da:9b:52:2c:f4,11:23:17,0
2018-03-01,11:23:18,0e:ea:49:4f:90:ce,11:23:18,0
2018-03-01,11:23:20,ca:1c:57:b8:ce:a5,11:23:20,0
2018-03-01,11:23:24,aa:3e:79:66:84:4e,11:23:24,0
2018-03-01,11:23:29,5e:c6:7d:68:a0:b5,11:23:29,0
2018-03-01,11:23:35,32:7b:8b:d3:d2:b9,11:23:35,0
2018-03-01,11:23:56,00:08:E0:45:F5:2B,11:23:36,0
2018-03-01,11:23:41,42:38:31:f3:3a:33,11:23:41,0
2018-03-01,11:23:43,6a:bc:96:8b:89:12,11:23:43,0
2018-03-01,11:23:45,1a:83:0e:35:34:99,11:23:45,0
2018-03-01,11:23:48,9a:2e:31:48:f5:9a,11:23:48,0
2018-03-01,11:23:49,8a:3e:6a:db:15:09,11:23:49,0
2018-03-01,11:23:49,7a:72:e3:93:43:0e,11:23:49,0
2018-03-01,11:23:54,52:ad:4d:04:9e:7b,11:23:54,0
2018-03-01,11:24:12,ba:1f:3a:3d:0f:7a,11:24:12,0
2018-03-01,11:24:17,c6:f8:f9:06:b8:46,11:24:17,0
2018-03-01,11:24:19,46:46:ce:ea:a5:56,11:24:19,0
2018-03-01,11:24:20,ea:38:a6:67:e9:9e,11:24:20,0
2018-03-01,11:24:21,4a:47:d1:28:98:0b,11:24:21,0
2018-03-01,11:24:22,12:bc:7e:46:48:be,11:24:22,0
2018-03-01,11:24:23,62:60:87:b5:cb:4c,11:24:23,0
2018-03-01,11:24:23,9a:2a:20:a2:49:04,11:24:23,0
2018-03-01,11:24:24,e6:ea:c3:15:d5:87,11:24:24,0
2018-03-01,11:24:25,a6:e2:5e:7d:9f:c6,11:24:25,0
